id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1367132144,Stetson St from Plainview Ave to Lapeer Way,DOMI - Signs and Markings,,Concrete,102,20,1,7,475,95,8,10,7,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_Plainview_Ave_to_Lapeer_Way.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40574709,-80.01572341
825593990,Stetson St from W Liberty Ave to Woodward Ave,DOMI - Signs and Markings,,Concrete,376,64,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_W_Liberty_Ave_to_Woodward_Ave.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40617527,-80.01765869
1976126878,Stetson St from Woodward Ave to Plainview Ave,DOMI - Signs and Markings,,Concrete,245,,1,7,535,103,7,8,7,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_Woodward_Ave_to_Plainview_Ave.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40592126,-80.01641442
1449753809,Steuben St at Chartiers Ave to Crucible St,5th Division,1949-01-01,Concrete,153,67,1,3,624,219,7,4,8,https://tools.wprdc.org/images/pittsburgh/steps/Steuben_St_at_Chartiers_Ave_to_Crucible_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44128936,-80.03905154
1512170836,Steuben St at Linhart St to Attica St,5th Division,1947-01-01,Concrete,128,90,1,4,535,157,7,6,10,https://tools.wprdc.org/images/pittsburgh/steps/Steuben_St_at_Linhart_St_to_Attica_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44152472,-80.03728538
2001846947,Straka St from Berry St to Sanborn St,5th Division,,Concrete,742,104,1,2,625,54,3,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Straka_St_from_Berry_St_to_Sanborn_St.jpg,Crafton Heights,2,20,42003281400,5,20,6,1-16,40.45104069,-80.05551953
126425621,Stratmore Ave and Crafton Blvd to Clearview Ave,5th Division,,Wood,17,31,1,10,1036,23,9,10,7,https://tools.wprdc.org/images/pittsburgh/steps/Stratmore_Ave_and_Crafton_Blvd_to_Clearview_Ave.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43760401,-80.05585721
235060592,Stromberg St from Oakley Way,4th Division,,Asphalt/Wood,131,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stromberg_St_from_Oakley_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42179176,-79.96976166
1950297721,Suffolk St from East St to Peekskill St,1st Division,1950-01-01,Concrete,977,97,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Suffolk_St_from_East_St_to_Peekskill_St.jpg,Perry South,6,26,42003250900,1,26,1,1-22,40.46808548,-80.00249811
1401119532,Sumner St from Barry St,4th Division,,Concrete,250,110,0,100,899,37,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Sumner_St_from_Barry_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.4218205,-79.97056014
1768070180,Sumner St from Niles St to Oakley Way,4th Division,1947-01-01,Concrete,385,,0,100,866,45,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Sumner_St_from_Niles_St_to_Oakley_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42095236,-79.96917022
1176037578,Sumner St from Oakley Way to Dead End,4th Division,1947-01-01,Concrete,332,,0,100,944,45,5,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Sumner_St_from_Oakley_Way_to_Dead_End.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42167995,-79.97019079
1305621217,Sunday St from Sedgwick St to Oriana St,1st Division,1946-01-01,Concrete,226,74,0,100,420,24,2,1,4,https://tools.wprdc.org/images/pittsburgh/steps/Sunday_St_from_Sedgwick_St_to_Oriana_St.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46084775,-80.02351829
85519793,Sunnyside St from Glenwood Ave,3rd Division,1950-01-01,Concrete,250,31,1,2,489,49,3,3,4,https://tools.wprdc.org/images/pittsburgh/steps/Sunnyside_St_from_Glenwood_Ave.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40205117,-79.93875471
1561290918,Syrian St from Arlington Ave to Azul St,4th Division,1949-01-01,Concrete,240,103,0,100,525,162,8,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Syrian_St_from_Arlington_Ave_to_Azul_St.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41693868,-79.96561085
339244722,Syrian St from Azul St to Bis Way,4th Division,1949-01-01,Concrete,70,14,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Syrian_St_from_Azul_St_to_Bis_Way.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.4163012,-79.96555346
1956135934,Telescope St to Stella St,4th Division,1951-01-01,Concrete,100,56,0,100,627,47,6,8,6,https://tools.wprdc.org/images/pittsburgh/steps/Telescope_St_to_Stella_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42227243,-79.96750045
519740736,Tell St,1st Division,1952-01-01,Concrete,323,63,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tell_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.46045646,-79.98800697
2108549900,Tell St from Voskamp St to Lowrie St,1st Division,,Concrete,278,162,1,3,690,33,3,2,9,https://tools.wprdc.org/images/pittsburgh/steps/Tell_St_from_Voskamp_St_to_Lowrie_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45954792,-79.98828078
1531531859,Tell St to Voskamp St,1st Division,,Concrete,100,26,1,8,698,33,6,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Tell_St_to_Voskamp_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.46014004,-79.98847126
1962737818,Templeton St from W Liberty Ave to Woodward Ave,4th Division,,Concrete,270,,0,100,954,150,10,6,8,https://tools.wprdc.org/images/pittsburgh/steps/Templeton_St_from_W_Liberty_Ave_to_Woodward_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39876516,-80.02476299
162017298,Templeton St from Woodward Ave to Plainview Ave,4th Division,,Concrete,112,,0,100,873,144,10,8,9,https://tools.wprdc.org/images/pittsburgh/steps/Templeton_St_from_Woodward_Ave_to_Plainview_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39834028,-80.02420106
531898316,Thayer St from Tuxedo St,5th Division,,Wood,67,51,0,100,506,56,6,7,4,https://tools.wprdc.org/images/pittsburgh/steps/Thayer_St_from_Tuxedo_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45319783,-80.06706605
1525535447,Thornton St and Surban Ave to Sherwood Ave,5th Division,1960-01-01,Concrete,208,41,2,7,750,61,6,5,8,https://tools.wprdc.org/images/pittsburgh/steps/Thornton_St_and_Surban_Ave_to_Sherwood_Ave.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45527628,-80.05751558
622083350,Toboggan St to Rising Main Ave,1st Division,1946-01-01,Concrete,208,78,0,100,55,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Toboggan_St_to_Rising_Main_Ave.jpg,Fineview,1,25,42003250900,1,25,1,1-6,40.46452246,-80.00178496
384412691,Toga Way from Lemington Ave to Westmoreland Ave,2nd Division,1944-01-01,Concrete,180,91,1,6,657,263,9,5,6,https://tools.wprdc.org/images/pittsburgh/steps/Toga_Way_from_Lemington_Ave_to_Westmoreland_Ave.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46812699,-79.89511909
1992310899,Tonopah Ave from Westinghouse St to Ringwalt St,5th Division,,Wood,90,32,0,100,593,28,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Tonopah_Ave_from_Westinghouse_St_to_Ringwalt_St.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40759079,-80.01919907
1869953057,Transvaal Ave and Flora St,1st Division,,Wood,50,48,0,100,271,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Transvaal_Ave_and_Flora_St.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.49066603,-80.03252386
2080083399,Transverse Ave from Alries St to South Way,4th Division,,Concrete,105,14,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Transverse_Ave_from_Alries_St_to_South_Way.jpg,Carrick,4,29,42003290200,3,29,3,4-12,40.40037852,-79.98312015
1009211888,Traymore Ave and Crimson St from Suburban Ave,5th Division,1950-01-01,Concrete,181,72,0,100,170,70,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Traymore_Ave_and_Crimson_St_from_Suburban_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41179082,-80.01263148
558379492,Tretow St at Watson Blvd,1st Division,,Concrete,55,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tretow_St_at_Watson_Blvd.jpg,Perry North,1,26,42003260700,1,26,1,1-15,40.47869426,-80.00933074
1238196374,Tropical Ave to Gladys Ave,5th Division,1964-01-01,Concrete,278,11,0,100,281,0,2,4,1,https://tools.wprdc.org/images/pittsburgh/steps/Tropical_Ave_to_Gladys_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.42002634,-80.02436074
649962086,Troy Hill Rd at Goettmann St to E Ohio St,1st Division,1950-01-01,Concrete,283,188,1,7,307,48,6,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Troy_Hill_Rd_at_Goettmann_St_to_E_Ohio_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45917439,-79.98593781
1039277607,Tullymet St from Chance Way to Sylvan Ave,3rd Division,1948-01-01,Concrete,461,259,0,100,282,15,2,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Tullymet_St_from_Chance_Way_to_Sylvan_Ave.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41526733,-79.94391552
2050771619,Tullymet St from Sylvan Ave to Gladstone St,3rd Division,1948-01-01,Concrete,340,,0,100,352,3,2,6,3,https://tools.wprdc.org/images/pittsburgh/steps/Tullymet_St_from_Sylvan_Ave_to_Gladstone_St.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41559202,-79.94301967
294093173,Tunstall St from Greenfield Ave to Alvin St,3rd Division,1950-01-01,Concrete,227,66,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tunstall_St_from_Greenfield_Ave_to_Alvin_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42506943,-79.94876764
2052979250,Tuscola St from Larkfield Way to Dead End,5th Division,,Concrete,184,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tuscola_St_from_Larkfield_Way_to_Dead_End.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42490413,-80.00595277
1874765058,Tuscola St from Ruth St to Larkfield Way,5th Division,,Concrete,114,0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tuscola_St_from_Ruth_St_to_Larkfield_Way.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42491638,-80.00534659
223482942,Tybee St from Universal St to Tybee St,5th Division,,Wood,22,21,0,100,727,61,9,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Tybee_St_from_Universal_St_to_Tybee_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45284984,-80.06007735
1598329209,Universal St from Chartiers Ave to Emporia St,5th Division,,Concrete,76,,1,4,906,65,5,2,8,https://tools.wprdc.org/images/pittsburgh/steps/Universal_St_from_Chartiers_Ave_to_Emporia_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45356931,-80.06066304
514352338,Universal St from Chartiers Ave to Newcomer St,5th Division,1950-01-01,Concrete,92,,1,9,870,65,8,7,10,https://tools.wprdc.org/images/pittsburgh/steps/Universal_St_from_Chartiers_Ave_to_Newcomer_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45335755,-80.06041494
363353551,University Dr to Allequippa St,3rd Division,,Concrete,35,23,3,3,664,288,7,3,7,https://tools.wprdc.org/images/pittsburgh/steps/University_Dr_to_Allequippa_St.jpg,North Oakland,8,4,42003982200,3,4,4,2-22,40.44794278,-79.95896644
1568182358,Upview Terrace to McCandless Ave,2nd Division,,Concrete,204,79,0,100,605,33,6,9,3,https://tools.wprdc.org/images/pittsburgh/steps/Upview_Terrace_to_McCandless_Ave.jpg,Stanton Heights,9,10,42003101800,2,10,5,3-5,40.47973543,-79.94445623
870567808,Uvilla St from Marlow St to Comstock Way,5th Division,,Concrete,161,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Uvilla_St_from_Marlow_St_to_Comstock_Way.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44449968,-80.03707221
1312301544,Uvilla St from Parnassus Way to Marlow St,5th Division,,Brick/Asphalt,247,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Uvilla_St_from_Parnassus_Way_to_Marlow_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44499724,-80.03761872
1199461086,Valonia St from Attica St to Advent St,5th Division,1945-01-01,Concrete,288,187,0,100,402,0,3,6,2,https://tools.wprdc.org/images/pittsburgh/steps/Valonia_St_from_Attica_St_to_Advent_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44395122,-80.03427839
1050087866,Verona Blvd to Broadcrest Dr,2nd Division,,Concrete,190,110,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Verona_Blvd_to_Broadcrest_Dr.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.47413565,-79.88831472
349388134,Vinecliffe St to E Sycamore St,5th Division,1952-01-01,Concrete,184,75,0,100,381,0,3,7,6,https://tools.wprdc.org/images/pittsburgh/steps/Vinecliffe_St_to_E_Sycamore_St.jpg,Mount Washington,3,18,42003190300,5,18,3,4-27,40.43034543,-80.00437879
1635116268,Vinecliffe St to Wyoming St,5th Division,1952-01-01,Concrete,484,133,0,100,788,87,6,3,7,https://tools.wprdc.org/images/pittsburgh/steps/Vinecliffe_St_to_Wyoming_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.43062698,-80.00546675
1743510653,Vineland St to Aaron Ave,4th Division,,Wood,40,38,0,100,441,0,4,8,2,https://tools.wprdc.org/images/pittsburgh/steps/Vineland_St_to_Aaron_Ave.jpg,Overbrook,4,32,42003320700,5,32,3,4-25,40.38782623,-80.0004622
276513857,Vinial St,1st Division,1947-01-01,Concrete,237,177,1,9,911,70,9,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Vinial_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45788875,-79.99250706
70955439,Vinial St at Salter Way,1st Division,,Concrete,53,9,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Vinial_St_at_Salter_Way.jpg,Spring Garden,1,23,42003241200,1,23,1,1-5,40.4583172,-79.99477711
1122897769,Viola St from Catoctin St to Watson St,1st Division,,Wood,130,48,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Viola_St_from_Catoctin_St_to_Watson_St.jpg,Perry North,1,26,42003260700,1,26,1,1-15,40.47809647,-80.011095
1916159077,Virginia Ave at Shiloh St,5th Division,1938-01-01,Concrete,10,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Virginia_Ave_at_Shiloh_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42960354,-80.00744015
191049112,Virginia Ave from Plyer Way to Plymouth St,5th Division,,Wood,103,,0,100,677,0,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Virginia_Ave_from_Plyer_Way_to_Plymouth_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43302155,-80.02211655
1823142947,Virginia Ave from Sweetbriar St to Plyer Way,5th Division,,Wood,108,,0,100,649,0,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Virginia_Ave_from_Sweetbriar_St_to_Plyer_Way.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43307668,-80.0225457
1103026763,Volk Rd from Kearsarge St to Dead End,5th Division,,Concrete,225,30,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Volk_Rd_from_Kearsarge_St_to_Dead_End.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43164873,-80.01094237
403139671,W Meyers St to Mt Joseph St,4th Division,,Wood,46,10,1,7,574,118,7,8,5,https://tools.wprdc.org/images/pittsburgh/steps/W_Meyers_St_to_Mt_Joseph_St.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.39971655,-79.99155546
727571286,W Sycamore From Amabell St to Merrimac St,DOMI - Signs and Markings,1946-01-01,Concrete,215,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_From_Amabell_St_to_Merrimac_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43288626,-80.0139214
868095936,W Sycamore St from La Belle St to Red Oak Way,DOMI - Signs and Markings,1946-01-01,Concrete,123,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_La_Belle_St_to_Red_Oak_Way.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43311869,-80.01601715
1711911655,W Sycamore St from Pitcher Way to Oneida St,5th Division,,Brick/Asphalt,131,22,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Pitcher_Way_to_Oneida_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4338523,-80.02085404
643042163,W Sycamore St from Plymouth St to Pitcher Way North,5th Division,,Concrete,107,42,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Plymouth_St_to_Pitcher_Way_North.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4339889,-80.02134296
944288314,W Sycamore St from Plymouth St to Pitcher Way South,5th Division,,Concrete,113,31,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Plymouth_St_to_Pitcher_Way_South.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43391962,-80.0214079
980819784,W Sycamore St from Ulysses to Bertha St,DOMI - Signs and Markings,1946-01-01,Concrete,170,40,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Ulysses_to_Bertha_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43258855,-80.01214155
406605100,W Sycamore St. From Bigham St. to Amabell,DOMI - Signs and Markings,1946-01-01,Concrete,206,27,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St._From_Bigham_St._to_Amabell.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43297149,-80.01475624
41759992,W Sycamore St. From Red Oak Way to Bigham St.,DOMI - Signs and Markings,1946-01-01,Concrete,123,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St._From_Red_Oak_Way_to_Bigham_St..jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43305826,-80.01550391
1644940575,W Sycamore Ulysses to Merrimac,DOMI - Signs and Markings,1946-01-01,Concrete,90,18,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_Ulysses_to_Merrimac.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43269064,-80.0128282
274647628,Wabash St to Steuben St,5th Division,,Concrete,8,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Wabash_St_to_Steuben_St.jpg,West End,2,20,42003562600,5,20,6,1-17,40.44162687,-80.03533659
933188130,Waco Way from East St to Radner St,1st Division,,Concrete,93,,0,100,81,12,2,6,2,https://tools.wprdc.org/images/pittsburgh/steps/Waco_Way_from_East_St_to_Radner_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46123965,-79.99872202
1908586687,Waco Way from Radner St to Valette St,1st Division,,Concrete,90,,0,100,76,12,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Waco_Way_from_Radner_St_to_Valette_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.4611727,-79.99827189
1191232875,Wadlow St from Embury St to Rancheria St,1st Division,,Concrete,225,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Wadlow_St_from_Embury_St_to_Rancheria_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47239539,-80.02942262
947768476,Waite St from Weber Way to Rahe St,4th Division,,Asphalt/Concrete,84,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Waite_St_from_Weber_Way_to_Rahe_St.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41720346,-79.97976977
231448145,Walbridge St and Harker St,5th Division,1949-01-01,Concrete,10,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Walbridge_St_and_Harker_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.43942169,-80.03712993
101636094,Walden St from Larkfield Way,5th Division,,Wood,49,23,0,100,1154,46,8,6,6,https://tools.wprdc.org/images/pittsburgh/steps/Walden_St_from_Larkfield_Way.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42419863,-80.00537962
1687549925,Walden St from Westwood St to Larkfield Way,5th Division,,Wood,125,58,0,100,1145,36,5,2,4,https://tools.wprdc.org/images/pittsburgh/steps/Walden_St_from_Westwood_St_to_Larkfield_Way.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42419085,-80.00572833
2119066085,Waldorf St at Franklin Rd to Radium St,1st Division,1950-01-01,Concrete,229,89,2,6,705,235,9,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Waldorf_St_at_Franklin_Rd_to_Radium_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49138701,-80.01861339
1735273540,Walz Rd to Rhine St,1st Division,,Concrete,19,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Walz_Rd_to_Rhine_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46342896,-79.99126074
814441323,Wapello St from Aquatic Way to Termon Ave,1st Division,1943-01-01,Concrete,91,50,0,100,1109,224,10,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Wapello_St_from_Aquatic_Way_to_Termon_Ave.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48333856,-80.03274227
518973451,Wapello St from Benton Ave to West Pointe Ave,1st Division,1945-01-01,Concrete,56,53,1,10,832,103,10,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Wapello_St_from_Benton_Ave_to_West_Pointe_Ave.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48576241,-80.03338307
1924680726,Wapello St from Termon Ave to Cornell St,1st Division,1949-01-01,Concrete,222,89,0,100,1024,137,8,3,3,https://tools.wprdc.org/images/pittsburgh/steps/Wapello_St_from_Termon_Ave_to_Cornell_St.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48394532,-80.03278131
866995654,Warren St Between Carrie St and Ural St,1st Division,,Wood,58,22,0,100,360,19,1,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Warren_St_Between_Carrie_St_and_Ural_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46169111,-80.00248484
1559435062,Watt St from Centre Ave to Elba St,3rd Division,1947-01-01,Concrete,160,63,0,100,633,231,6,3,6,https://tools.wprdc.org/images/pittsburgh/steps/Watt_St_from_Centre_Ave_to_Elba_St.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44672555,-79.9686414
325735721,Weber Way from Arlington Ave to Waite St,4th Division,,Concrete,209,53,0,100,696,103,6,4,3,https://tools.wprdc.org/images/pittsburgh/steps/Weber_Way_from_Arlington_Ave_to_Waite_St.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41750625,-79.97957422
2117439145,Wedgemere Place from Gallion Ave to Berwin Ave,4th Division,,Concrete,308,24,0,100,1265,176,9,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Wedgemere_Place_from_Gallion_Ave_to_Berwin_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39763443,-80.01987779
1835398385,Well St from Clarence St to Edith St,5th Division,,Concrete,200,19,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Well_St_from_Clarence_St_to_Edith_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43655166,-80.02492347
1894028253,Well St from Plymouth St to Oneida St,DOMI - Signs and Markings,1988-01-01,Concrete,268,81,1,9,1427,25,7,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Well_St_from_Plymouth_St_to_Oneida_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43557933,-80.02068328
2042339690,Well St from Shaler St to Clarence St,5th Division,,Concrete,87,19,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Well_St_from_Shaler_St_to_Clarence_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43680101,-80.02544308
1186840235,Welsh Way from Welsh Way to Fritz St,4th Division,1951-01-01,Concrete,375,61,0,100,219,29,4,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Welsh_Way_from_Welsh_Way_to_Fritz_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-5,40.42348715,-79.98806245
14873370,Wenzell Ave from Banksville Ave to Tole St,5th Division,,Concrete,200,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Wenzell_Ave_from_Banksville_Ave_to_Tole_St.jpg,Banksville,2,20,42003202300,5,20,6,4-9,40.40672475,-80.03413548
775294809,Wenzell Ave from Tole St to Louisiana Ave,5th Division,1968-01-01,Concrete,1235,90,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Wenzell_Ave_from_Tole_St_to_Louisiana_Ave.jpg,Beechview,2,20,42003192000,5,20,6,4-28,40.40447956,-80.03348682
39528215,Wertz Way from Ella St to Wertz Way,2nd Division,,Concrete,92,14,0,100,943,209,9,4,9,https://tools.wprdc.org/images/pittsburgh/steps/Wertz_Way_from_Ella_St_to_Wertz_Way.jpg,Bloomfield,7,8,42003080200,2,8,5,3-1,40.46037582,-79.95381629
1082737425,Westborn St from Central Ave to Mitchell St,1st Division,1948-01-01,Concrete,108,15,0,100,736,311,9,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Westborn_St_from_Central_Ave_to_Mitchell_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47565396,-80.02801816
1461551895,Westborn St from Mitchell St to Rothpletz St,1st Division,1948-01-01,Concrete,101,39,0,100,680,171,7,4,5,https://tools.wprdc.org/images/pittsburgh/steps/Westborn_St_from_Mitchell_St_to_Rothpletz_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4759415,-80.02774513
370724609,Westborn St from Palen Way to Grand Ave,1st Division,1948-01-01,Concrete,66,28,0,100,757,172,9,6,8,https://tools.wprdc.org/images/pittsburgh/steps/Westborn_St_from_Palen_Way_to_Grand_Ave.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47511614,-80.02856023
1954438657,Whitridge St from Ellers St to Allequippa St,3rd Division,,Concrete,16,13,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Whitridge_St_from_Ellers_St_to_Allequippa_St.jpg,West Oakland,6,4,42003040200,3,4,4,2-10,40.44102081,-79.96786889
